ControlSet	CacheEntryPosition	Path	LastModifiedTimeUTC	Executed
1	215	C:\Users\Rock Hammerfist\AppData\Local\Temp\87C6D110-A6FD-4BED-908C-3732E664B6ED\DismHost.exe	2017-03-18 11:40:21	NA
1	216	C:\Windows\system32\dstokenclean.exe	2017-03-18 20:58:12	NA
1	217	C:\Windows\system32\disksnapshot.exe	2017-03-18 20:57:58	NA
1	218	C:\Program Files (x86)\Mozilla Thunderbird\thunderbird.exe	2017-06-22 14:26:30	NA
1	219	C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe	2017-06-22 14:26:06	NA
1	220	C:\Program Files (x86)\Mozilla Thunderbird\maintenanceservice_installer.exe	2017-06-22 14:26:08	NA
1	221	C:\Users\ROCKHA~1\AppData\Local\Temp\7zSE0AC.tmp\setup.exe	2017-06-22 14:28:36	NA
1	222	C:\Users\Rock Hammerfist\AppData\Local\Temp\7zSE0AC.tmp\setup.exe	2017-06-22 14:28:36	NA
1	223	C:\Users\Rock Hammerfist\Downloads\Thunderbird Setup 52.2.1.exe	2017-07-06 15:50:12	NA
1	224	C:\Users\Rock Hammerfist\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe	2017-07-31 19:21:47	NA
1	225	"00000009	000a429e39770000	000a00003ac20000	8664	Microsoft.ZuneVideo	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	226	C:\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.18.23001.0_x64__8wekyb3d8bbwe\Application	2017-07-06 13:22:38	NA
1	227	"00000009	0001001259d90000	000a00003f520000	8664	Microsoft.XboxGameOverlay	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	228	C:\Program Files (x86)\AVG\Antivirus\AvLaunch.exe	2017-07-24 19:50:53	NA
1	229	C:\Program Files (x86)\AVG\Framework\Common\avguirna.exe	2017-07-03 17:20:04	NA
1	230	"0000000b	000a00003ad7014c	000a00003ad7014c	8664	Microsoft.Windows.ShellExperienceHost	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	231	C:\Windows\system32\speech_onecore\common\SpeechModelDownload.exe	2017-03-18 20:58:10	NA
1	232	C:\Windows\TEMP\DD68012A-D2A6-4319-862C-159C72FEB14A\dismhost.exe	2017-03-18 11:40:21	NA
1	233	C:\Windows\system32\MusNotificationUX.exe	2017-06-03 09:10:02	NA
1	234	C:\Windows\system32\MRT.exe	2017-07-12 12:55:27	NA
1	235	C:\Windows\SoftwareDistribution\Download\Install\Windows-KB890830-x64-V5.49.exe	2017-07-06 00:02:19	NA
1	236	C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.15063.410_none_9e914f9d2d85dacb\TiWorker.exe	2017-03-18 11:40:23	NA
1	237	C:\Windows\system32\wuauclt.exe	2017-03-18 20:58:01	NA
1	238	C:\Windows\system32\MusNotification.exe	2017-06-20 05:12:57	NA
1	239	C:\Windows\system32\usoclient.exe	2017-03-18 20:58:01	NA
1	240	C:\Windows\System32\sihclient.exe	2017-07-07 06:17:30	NA
1	241	C:\Windows\system32\sc.exe	2017-03-18 20:57:46	NA
1	242	C:\Windows\System32\wsqmcons.exe	2017-03-18 20:58:35	NA
1	243	"00000000	0001005d04b00000	000a000028000000	8664	king.com.CandyCrushSodaSaga	kgqvnymyfvs32	"	1601-01-01 00:00:00	NA
1	244	"00000009	0001000100fd0000	000a000038390000	8664	Microsoft.MinecraftUWP	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	245	"00000009	000c0000520d0001	0006000300000000	8664	Microsoft.VCLibs.120.00	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	246	"00000000	000c0000520d0001	0006000300000000	8664	Microsoft.VCLibs.120.00	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	247	"00000000	000200050000000b	0006000300000000	8664	A278AB0D.MarchofEmpires	h6adky7gbf63m	"	1601-01-01 00:00:00	NA
1	248	C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_17.8241.41125.0_x64__8wekyb3d8bbwe\Application	2017-07-06 13:22:44	NA
1	249	"00000009	00020000004a0000	000a0000295a0000	8664	ThumbmunkeysLtd.PhototasticCollage	nfy108tqq3p12	"	1601-01-01 00:00:00	NA
1	250	"00000000	000a06aa00030000	000a000028000000	8664	Microsoft.Advertising.Xaml	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	251	"00000009	000a06aa00030000	000a000028000000	8664	Microsoft.Advertising.Xaml	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	252	"00000009	0003001018380000	000a000028000000	8664	Microsoft.MicrosoftSolitaireCollection	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	253	C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe	2017-03-18 21:00:01	NA
1	254	C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe	2017-03-18 20:59:42	NA
1	255	C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe	2017-03-18 21:00:02	NA
1	256	C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe	2017-03-18 20:59:46	NA
1	257	C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe	2017-03-18 21:00:01	NA
1	258	C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe	2017-03-18 20:59:43	NA
1	259	C:\Windows\system32\defrag.exe	2017-03-18 20:58:04	NA
1	260	"00000009	00040015059a0000	000a00003ad70000	8664	Microsoft.BingNews	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	261	"00000009	000206a865b50000	000a00003ad70000	8664	Microsoft.MSPaint	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	262	"00000000	0005000800000000	000a00003ad70000	8664	9E2F88E3.Twitter	wgeqdkkx372wm	"	1601-01-01 00:00:00	NA
1	263	C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2017.18062.12990.0_x64__8wekyb3d8bbwe\Application	2017-07-05 15:09:15	NA
1	264	"00000009	07e1468e32be0000	000a00003ad70000	8664	Microsoft.Windows.Photos	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	265	"00000009	000a0000064a0000	000a000028000000	8664	Microsoft.Services.Store.Engagement	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	266	"00000000	000a0000064a0000	000a000028000000	8664	Microsoft.Services.Store.Engagement	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	267	"00000009	000106a90bdf0000	000a00003ad70000	8664	Microsoft.Microsoft3DViewer	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	268	C:\Program Files\WindowsApps\Microsoft.SkypeApp_11.18.614.0_x64__kzf8qxf38zg5c\Application	2017-07-05 15:08:18	NA
1	269	"00000009	0011204de1f10000	000a00003aa90000	8664	Microsoft.Office.OneNote	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	270	"00000009	000b001202660000	000a000038390000	8664	Microsoft.SkypeApp	kzf8qxf38zg5c	"	1601-01-01 00:00:00	NA
1	271	"00000009	00112031a0a50000	000a00003aa90000	8664	microsoft.windowscommunicationsapps	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	272	C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_10.1706.1531.0_x64__8wekyb3d8bbwe\Application	2017-07-05 15:07:26	NA
1	273	"00000009	000a4292371f0000	000a00003ac20000	8664	Microsoft.ZuneMusic	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	274	"00000009	0001000661470000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.6	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	275	"00000000	0001000661470000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.6	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	276	"00000000	0001000661470000	000a000027410000	8664	Microsoft.NET.Native.Framework.1.6	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	277	"00000009	000a06aa05fb0000	000a00003ad70000	8664	Microsoft.WindowsAlarms	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	278	"00000009	0001000661470000	000a000027410000	8664	Microsoft.NET.Native.Framework.1.6	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	279	"00000009	07e1013400320000	000a000028000000	8664	Microsoft.WindowsCamera	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	280	"00000009	000a429237830000	000a00003ac20000	8664	Microsoft.ZuneVideo	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	281	"00000009	000a06aa06420000	000a00003ad70000	8664	Microsoft.WindowsCalculator	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	282	C:\Program Files (x86)\AVG\Framework\1\avgdiagex.exe	2017-07-03 17:20:52	NA
1	283	"00000009	000106a806430000	000a00003ad70000	8664	Microsoft.WindowsFeedbackHub	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	284	C:\Program Files\WindowsApps\Microsoft.WindowsStore_11705.1001.21.0_x64__8wekyb3d8bbwe\Application	2017-07-05 15:05:17	NA
1	285	"00000009	000a06aa06190000	000a00003ad70000	8664	Microsoft.WindowsSoundRecorder	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	286	C:\Program Files\WindowsApps\Microsoft.WindowsMaps_5.1705.1391.0_x64__8wekyb3d8bbwe\Application	2017-07-05 15:04:49	NA
1	287	"00000009	000506a9056f0000	000a00003a9a0000	8664	Microsoft.WindowsMaps	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	288	"00000009	0005000a05a10000	000a000038390000	8664	Microsoft.Getstarted	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	289	"00000009	000a000205ab0000	000a00003a9b0000	8664	Microsoft.People	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	290	"00000009	2db903e900150000	000a00003ad70000	8664	Microsoft.WindowsStore	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	291	C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_17.8312.7601.0_x64__8wekyb3d8bbwe\Application	2017-07-05 15:04:05	NA
1	292	"00000009	001120781db10000	000a000037b10000	8664	Microsoft.MicrosoftOfficeHub	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	293	C:\Program Files\WindowsApps\Microsoft.XboxApp_29.30.2001.0_x64__8wekyb3d8bbwe\Application	2017-07-05 15:03:32	NA
1	294	"00000009	0001000800000000	000a00003a920000	8664	Microsoft.MicrosoftStickyNotes	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	295	"00000009	001d001e07d10000	000a0000295a0000	8664	Microsoft.XboxApp	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	296	C:\Program Files\WindowsApps\Microsoft.BingWeather_4.20.1102.0_x64__8wekyb3d8bbwe\Application	2017-07-05 15:02:49	NA
1	297	"00000009	000206a803b80000	000a00003ad20000	8664	Microsoft.OneConnect	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	298	"00000009	00040014044e0000	000a000038390000	8664	Microsoft.BingWeather	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	299	C:\Windows\system32\OpenWith.exe	2017-03-18 20:58:29	NA
1	300	C:\Program Files (x86)\AVG\Antivirus\avBugReport.exe	2017-07-24 19:50:29	NA
1	301	C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Application	2017-07-12 15:11:22	NA
1	302	C:\Windows\system32\AuthHost.exe	2017-03-18 20:57:24	NA
1	303	C:\Windows\System32\PickerHost.Exe	2017-03-18 20:58:16	NA
1	304	C:\Program Files (x86)\AVG\Antivirus\x64\aswidsagenta.exe	2017-07-24 19:50:51	NA
1	305	C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler64.exe	2017-07-05 14:48:11	NA
1	306	C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler.exe	2017-07-05 14:48:10	NA
1	307	C:\Program Files (x86)\AVG\Antivirus\setup\aswOfferTool.exe	2017-07-24 19:50:31	NA
1	308	C:\Program Files (x86)\AVG\Antivirus\setup\instup.exe	2017-07-24 19:50:30	NA
1	309	C:\Program Files (x86)\AVG\Setup\avgsetupx.exe	2017-07-05 14:50:28	NA
1	310	C:\Program Files (x86)\AVG\Antivirus\wsc_proxy.exe	2017-07-24 19:50:52	NA
1	311	C:\Program Files (x86)\AVG\Antivirus\AVGUI.exe	2017-07-31 19:28:31	NA
1	312	C:\Program Files (x86)\AVG\Antivirus\AVGSvc.exe	2017-07-24 19:50:51	NA
1	313	C:\Program Files (x86)\AVG\Antivirus\aswRunDll.exe	2017-07-24 19:50:54	NA
1	314	C:\Program Files (x86)\AVG\Antivirus\x64\RegSvr.exe	2017-07-24 19:50:54	NA
1	315	C:\Program Files (x86)\AVG\Antivirus\RegSvr.exe	2017-07-24 19:50:54	NA
1	316	C:\Program Files (x86)\AVG\Antivirus\AvEmUpdate.exe	2017-07-24 19:50:51	NA
1	317	C:\Program Files (x86)\AVG\Antivirus\x64\SetupInf.exe	2017-07-24 19:50:54	NA
1	318	C:\Program Files (x86)\AVG\Antivirus\setup\CRT\InstallCrt.exe	2017-07-24 19:50:52	NA
1	319	C:\Users\ROCKHA~1\AppData\Local\Temp\_av_iup.tm~a01368\New_11050bcd\instup.exe	2017-06-26 09:59:47	NA
1	320	C:\Users\Rock Hammerfist\AppData\Local\Temp\_av_iup.tm~a01368\New_11050bcd\instup.exe	2017-06-26 09:59:47	NA
1	321	C:\Users\ROCKHA~1\AppData\Local\Temp\_av_iup.tm~a01368\instup.exe	2017-07-05 14:51:42	NA
1	322	C:\Users\Rock Hammerfist\AppData\Local\Temp\_av_iup.tm~a01368\Instup.exe	2017-07-05 14:51:42	NA
1	323	C:\Windows\Temp\AvgSetup\921661a9-5790-47cf-905d-d119100afebf\install\bav\avg_free_antivirus_setup_online.exe	2017-07-05 14:51:40	NA
1	324	C:\Program Files (x86)\AVG\Framework\Common\avguix.exe	2017-07-03 17:20:52	NA
1	325	C:\Program Files (x86)\AVG\Framework\Common\avgsvca.exe	2017-07-03 17:20:48	NA
1	326	C:\Windows\Temp\7zSC3BF55DC\InstallCrt.exe	2017-01-03 12:26:22	NA
1	327	C:\Windows\Temp\AvgSetup\921661a9-5790-47cf-905d-d119100afebf\install\fmw\vc_redist.x86.exe	2017-07-05 14:51:01	NA
1	328	C:\Windows\Temp\7zS48C042AC\InstallCrt.exe	2017-01-03 12:26:22	NA
1	329	C:\Windows\Temp\AvgSetup\921661a9-5790-47cf-905d-d119100afebf\install\fmw\vc_redist.x64.exe	2017-07-05 14:51:00	NA
1	330	C:\Windows\Temp\AvgSetup\921661a9-5790-47cf-905d-d119100afebf\install\avgOfferTool.exe	2017-07-05 14:50:40	NA
1	331	C:\Windows\System32\conhost.exe	2017-03-18 20:57:35	NA
1	332	C:\Users\ROCKHA~1\AppData\Local\Temp\avg_a00320\MachineIdCreator.exe	2017-07-05 14:50:43	NA
1	333	C:\Users\Rock Hammerfist\AppData\Local\Temp\avg_a00320\MachineIdCreator.exe	2017-07-05 14:50:43	NA
1	334	C:\Windows\Temp\AvgSetup\921661a9-5790-47cf-905d-d119100afebf\install\avgsetupx.exe	2017-07-05 14:50:28	NA
1	335	C:\Windows\Temp\7zS860D866C\avgsetupx.exe	2017-01-09 14:35:02	NA
1	336	C:\Users\Rock Hammerfist\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\TempState\Downloads\AVG_Protection_Free_1606.exe	2017-07-05 14:50:14	NA
1	337	C:\Windows\System32\InstallAgentUserBroker.exe	2017-06-20 05:05:53	NA
1	338	C:\Program Files (x86)\Google\Chrome\Application\59.0.3071.115\Installer\chrmstp.exe	2017-07-05 14:48:20	NA
1	339	C:\Program Files (x86)\Google\Chrome\Application\chrome.exe	2017-06-23 03:21:09	NA
1	340	C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleUpdateOnDemand.exe	2017-07-05 14:48:11	NA
1	341	C:\Users\ROCKHA~1\AppData\Local\Temp\CR_C5CBE.tmp\setup.exe	2017-07-05 14:48:20	NA
1	342	C:\Users\Rock Hammerfist\AppData\Local\Temp\CR_C5CBE.tmp\setup.exe	2017-07-05 14:48:20	NA
1	343	C:\Program Files (x86)\Google\Update\Install\{946D1D1D-EAC6-479A-82A9-0EC745884422}\59.0.3071.115_chrome_installer.exe	2017-06-23 04:57:46	NA
1	344	C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleUpdateComRegisterShell64.exe	2017-07-05 14:48:11	NA
1	345	C:\Program Files (x86)\Google\Update\GoogleUpdate.exe	2017-07-05 14:48:10	NA
1	346	C:\Program Files (x86)\GUM201A.tmp\GoogleUpdate.exe	2017-07-05 14:48:10	NA
1	347	C:\Users\ROCKHA~1\AppData\Local\Temp\GUMEFE2.tmp\GoogleUpdateSetup.exe	2017-07-05 14:47:54	NA
1	348	C:\Users\Rock Hammerfist\AppData\Local\Temp\GUMEFE2.tmp\GoogleUpdateSetup.exe	2017-07-05 14:47:54	NA
1	349	C:\Users\ROCKHA~1\AppData\Local\Temp\GUMEFE2.tmp\GoogleUpdate.exe	2017-07-05 14:47:58	NA
1	350	C:\Users\Rock Hammerfist\AppData\Local\Temp\GUMEFE2.tmp\GoogleUpdate.exe	2017-07-05 14:47:58	NA
1	351	C:\Users\Rock Hammerfist\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\TempState\Downloads\ChromeSetup.exe	2017-07-05 14:47:54	NA
1	352	C:\Users\Rock Hammerfist\AppData\Local\Microsoft\OneDrive\17.3.6917.0607\FileSyncConfig.exe	2017-07-05 14:45:35	NA
1	353	C:\Users\Rock Hammerfist\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe	2017-07-13 01:02:12	NA
1	354	C:\Users\Rock Hammerfist\AppData\Local\Microsoft\OneDrive\OneDrive.exe	2017-07-31 19:21:46	NA
1	355	C:\Windows\System32\LocationNotificationWindows.exe	2017-03-18 20:57:23	NA
1	356	C:\Users\Rock Hammerfist\AppData\Local\Microsoft\OneDrive\17.3.6816.0313\FileSyncConfig.exe	2017-07-05 14:41:34	NA
1	357	C:\Windows\system32\AUDIODG.EXE	2017-06-20 05:59:05	NA
1	358	C:\Windows\system32\mspaint.exe	2017-03-18 20:58:25	NA
1	359	C:\Windows\Speech\Common\sapisvr.exe	2017-03-18 20:57:33	NA
1	360	C:\Windows\system32\notepad.exe	2017-03-18 20:58:29	NA
1	361	C:\Windows\system32\osk.exe	2017-03-18 20:57:32	NA
1	362	C:\Windows\system32\charmap.exe	2017-03-18 20:58:29	NA
1	363	C:\Windows\system32\odbcad32.exe	2017-03-18 20:57:30	NA
1	364	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe	2017-03-18 21:00:04	NA
1	365	C:\Windows\system32\msconfig.exe	2017-03-18 20:57:19	NA
1	366	C:\Windows\system32\quickassist.exe	2017-03-18 04:55:42	NA
1	367	C:\Windows\system32\cleanmgr.exe	2017-03-18 20:58:27	NA
1	368	C:\Windows\system32\iscsicpl.exe	2017-03-18 20:57:24	NA
1	369	C:\Program Files (x86)\Windows Media Player\wmplayer.exe	2017-03-18 04:42:24	NA
1	370	C:\Windows\system32\narrator.exe	2017-03-18 20:57:33	NA
1	371	C:\Windows\system32\mstsc.exe	2017-03-18 20:58:33	NA
1	372	C:\Windows\syswow64\WindowsPowerShell\v1.0\PowerShell_ISE.exe	2017-03-18 20:59:52	NA
1	373	C:\Windows\system32\msinfo32.exe	2017-03-18 20:57:08	NA
1	374	C:\Windows\system32\WFS.exe	2017-03-18 20:59:50	NA
1	375	C:\Program Files\Common Files\Microsoft Shared\Ink\mip.exe	2017-03-19 02:30:54	NA
1	376	C:\Windows\system32\MdSched.exe	2017-03-18 20:57:16	NA
1	377	C:\Windows\system32\dfrgui.exe	2017-03-18 20:57:16	NA
1	378	C:\Windows\syswow64\odbcad32.exe	2017-03-18 20:58:42	NA
1	379	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe	2017-03-18 21:00:07	NA
1	380	C:\Windows\system32\magnify.exe	2017-03-18 20:57:33	NA
1	381	C:\Windows\system32\taskmgr.exe	2017-03-18 20:57:08	NA
1	382	C:\Windows\system32\SnippingTool.exe	2017-03-19 02:30:48	NA
1	383	C:\Windows\system32\xpsrchvw.exe	2017-03-18 20:59:52	NA
1	384	C:\Windows\system32\psr.exe	2017-03-18 20:57:12	NA
1	385	C:\Program Files\Windows NT\Accessories\wordpad.exe	2017-03-18 20:58:29	NA
1	386	C:\Windows\system32\AppHostRegistrationVerifier.exe	2017-03-18 20:58:21	NA
1	387	C:\Program Files\WindowsApps\Microsoft.BingWeather_4.18.56.0_x64__8wekyb3d8bbwe\Application	2017-07-05 17:32:13	NA
1	388	C:\Windows\ImmersiveControlPanel\SystemSettings.exe	2017-03-18 20:59:54	NA
1	389	C:\Program Files\WindowsApps\Microsoft.Messaging_3.26.24002.0_x64__8wekyb3d8bbwe\Application	2017-07-05 17:32:16	NA
1	390	C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_17.8010.5926.0_x64__8wekyb3d8bbwe\Application	2017-07-05 17:32:17	NA
1	391	C:\Windows\System32\SystemSettingsBroker.exe	2017-03-18 20:58:07	NA
1	392	C:\Program Files\WindowsApps\Microsoft.Wallet_1.0.16328.0_x64__8wekyb3d8bbwe\Application	2017-07-05 17:32:31	NA
1	393	C:\Program Files\VMware\VMware Tools\VMwareResolutionSet.exe	2017-03-17 11:56:20	NA
1	394	C:\Program Files\WindowsApps\Microsoft.WindowsMaps_5.1611.10393.0_x64__8wekyb3d8bbwe\Application	2017-07-05 17:32:45	NA
1	395	C:\Program Files\WindowsApps\Microsoft.XboxApp_25.25.13009.0_x64__8wekyb3d8bbwe\Application	2017-07-05 17:32:48	NA
1	396	"00000009	000100045e890000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.4	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	397	"00000000	000100045e890000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.4	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	398	C:\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.15.2003.0_x64__8wekyb3d8bbwe\Application	2017-07-05 17:32:48	NA
1	399	C:\Program Files\WindowsApps\Microsoft.SkypeApp_11.8.204.0_x64__kzf8qxf38zg5c\Application	2017-07-05 17:32:31	NA
1	400	C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_10.1702.333.0_x64__8wekyb3d8bbwe\Application	2017-07-05 17:32:34	NA
1	401	"0000000b	000a00003ad70000	000a00003ad70000	8664	Microsoft.Windows.HolographicFirstRun	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	402	"0000000b	000a00003ad70000	000a000000000000	8664	Microsoft.Windows.OOBENetworkConnectionFlow	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	403	"0000000b	000a00003ad70000	000a00003ad70000	8664	Microsoft.Windows.WindowPicker	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	404	"0000000b	03e83ad700000000	000a000000000000	8664	Microsoft.Windows.ParentalControls	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	405	"0000000b	000a00003ad70000	000a000000000000	8664	Microsoft.Windows.OOBENetworkCaptivePortal	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	406	"0000000b	000a00003ad70000	000a000029360000	8664	EnvironmentsApp	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	407	"0000000b	000a00003ad70000	000a00003ad70000	8664	E2A4F912-2574-4A75-9BB0-0D023378592B	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	408	"0000000b	03e83ad700000000	000a000000000000	8664	DesktopView	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	409	"0000000b	000a00003ad70000	000a000000000000	8664	Microsoft.CredDialogHost	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	410	"0000000b	000a00003ad70000	000a000000000000	8664	Microsoft.LockApp	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	411	"0000000b	03e83ad700000000	000a000000000000	8664	Microsoft.Windows.AssignedAccessLockApp	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	412	"0000000b	03e83ad700000000	000a000000000000	8664	Microsoft.Windows.Apprep.ChxApp	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	413	"0000000b	0006000300000000	000a000000000000	8664	Windows.MiracastView	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	414	"0000000b	000a00003ad70000	000a00003ad70000	8664	1527c705-839a-4832-9118-54d4Bd6a0c89	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	415	"0000000b	000a000000000000	000a000000000000	8664	Microsoft.Windows.SecondaryTileExperience	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	416	"0000000b	000a00003ad70000	000a00003ad70000	8664	c5e2524a-ea46-4f67-841f-6a9465d9d515	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	417	"0000000b	0006000200000000	000a000000000000	8664	Windows.PrintDialog	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	418	C:\Windows\system32\browser_broker.exe	2017-04-28 00:59:32	NA
1	419	"0000000b	00283ad700000000	000a00003ad70000	8664	Microsoft.MicrosoftEdge	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	420	C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Application	2017-07-12 15:11:22	NA
1	421	C:\Windows\system32\ApplicationFrameHost.exe	2017-03-18 20:58:23	NA
1	422	C:\Windows\system32\verclsid.exe	2017-03-18 20:58:27	NA
1	423	C:\Windows\SysWOW64\OneDriveSetup.exe	2017-03-18 20:57:00	NA
1	424	C:\Program Files\Windows Defender\MSASCuiL.exe	2017-03-18 20:56:44	NA
1	425	C:\Windows\system32\consent.exe	2017-03-18 20:57:29	NA
1	426	C:\Program Files\Internet Explorer\iexplore.exe	2017-03-18 05:43:20	NA
1	427	C:\Windows\System32\mobsync.exe	2017-03-18 20:58:27	NA
1	428	\\?\C:\Windows\system32\wbem\WMIADAP.EXE	2017-03-18 20:57:50	NA
1	429	C:\Windows\System32\fsquirt.exe	2017-03-18 20:57:20	NA
1	430	C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_17.7906.42257.0_x64__8wekyb3d8bbwe\Application	2017-07-05 17:32:41	NA
1	431	C:\Program Files\WindowsApps\Microsoft.Windows.Photos_16.511.8780.0_x64__8wekyb3d8bbwe\Application	2017-07-05 17:32:33	NA
1	432	C:\Program Files\WindowsApps\Microsoft.WindowsStore_11701.1001.87.0_x64__8wekyb3d8bbwe\Application	2017-07-05 17:32:47	NA
1	433	C:\Windows\system32\SettingSyncHost.exe	2017-03-18 20:58:10	NA
1	434	C:\Windows\system32\vssvc.exe	2017-03-18 20:57:08	NA
1	435	C:\Windows\system32\dmclient.exe	2017-03-18 20:57:50	NA
1	436	C:\Windows\system32\wermgr.exe	2017-03-18 20:57:50	NA
1	437	C:\Windows\system32\WerFault.exe	2017-03-18 20:57:54	NA
1	438	C:\Windows\system32\wbem\WmiApSrv.exe	2017-03-18 20:57:50	NA
1	439	C:\Program Files\VMware\VMware Tools\TPAutoConnect.exe	2017-03-17 11:06:06	NA
1	440	C:\Windows\System32\SLUI.exe	2017-03-18 20:57:29	NA
1	441	C:\Windows\System32\msdtc.exe	2017-03-18 20:57:20	NA
